source,target
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8714,4357
4357,13072
13072,6536
6536,3268
3268,1634
1634,817
817,2452
2452,1226
1226,613
613,1840
1840,920
920,460
460,230
230,115
115,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8715,26146
26146,13073
13073,39220
39220,19610
19610,9805
9805,29416
29416,14708
14708,7354
7354,3677
3677,11032
11032,5516
5516,2758
2758,1379
1379,4138
4138,2069
2069,6208
6208,3104
3104,1552
1552,776
776,388
388,194
194,97
97,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8716,4358
4358,2179
2179,6538
6538,3269
3269,9808
9808,4904
4904,2452
2452,1226
1226,613
613,1840
1840,920
920,460
460,230
230,115
115,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8717,26152
26152,13076
13076,6538
6538,3269
3269,9808
9808,4904
4904,2452
2452,1226
1226,613
613,1840
1840,920
920,460
460,230
230,115
115,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8718,4359
4359,13078
13078,6539
6539,19618
19618,9809
9809,29428
29428,14714
14714,7357
7357,22072
22072,11036
11036,5518
5518,2759
2759,8278
8278,4139
4139,12418
12418,6209
6209,18628
18628,9314
9314,4657
4657,13972
13972,6986
6986,3493
3493,10480
10480,5240
5240,2620
2620,1310
1310,655
655,1966
1966,983
983,2950
2950,1475
1475,4426
4426,2213
2213,6640
6640,3320
3320,1660
1660,830
830,415
415,1246
1246,623
623,1870
1870,935
935,2806
2806,1403
1403,4210
4210,2105
2105,6316
6316,3158
3158,1579
1579,4738
4738,2369
2369,7108
7108,3554
3554,1777
1777,5332
5332,2666
2666,1333
1333,4000
4000,2000
2000,1000
1000,500
500,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8719,26158
26158,13079
13079,39238
39238,19619
19619,58858
58858,29429
29429,88288
88288,44144
44144,22072
22072,11036
11036,5518
5518,2759
2759,8278
8278,4139
4139,12418
12418,6209
6209,18628
18628,9314
9314,4657
4657,13972
13972,6986
6986,3493
3493,10480
10480,5240
5240,2620
2620,1310
1310,655
655,1966
1966,983
983,2950
2950,1475
1475,4426
4426,2213
2213,6640
6640,3320
3320,1660
1660,830
830,415
415,1246
1246,623
623,1870
1870,935
935,2806
2806,1403
1403,4210
4210,2105
2105,6316
6316,3158
3158,1579
1579,4738
4738,2369
2369,7108
7108,3554
3554,1777
1777,5332
5332,2666
2666,1333
1333,4000
4000,2000
2000,1000
1000,500
500,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8720,4360
4360,2180
2180,1090
1090,545
545,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8721,26164
26164,13082
13082,6541
6541,19624
19624,9812
9812,4906
4906,2453
2453,7360
7360,3680
3680,1840
1840,920
920,460
460,230
230,115
115,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8722,4361
4361,13084
13084,6542
6542,3271
3271,9814
9814,4907
4907,14722
14722,7361
7361,22084
22084,11042
11042,5521
5521,16564
16564,8282
8282,4141
4141,12424
12424,6212
6212,3106
3106,1553
1553,4660
4660,2330
2330,1165
1165,3496
3496,1748
1748,874
874,437
437,1312
1312,656
656,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8723,26170
26170,13085
13085,39256
39256,19628
19628,9814
9814,4907
4907,14722
14722,7361
7361,22084
22084,11042
11042,5521
5521,16564
16564,8282
8282,4141
4141,12424
12424,6212
6212,3106
3106,1553
1553,4660
4660,2330
2330,1165
1165,3496
3496,1748
1748,874
874,437
437,1312
1312,656
656,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8724,4362
4362,2181
2181,6544
6544,3272
3272,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8725,26176
26176,13088
13088,6544
6544,3272
3272,1636
1636,818
818,409
409,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8726,4363
4363,13090
13090,6545
6545,19636
19636,9818
9818,4909
4909,14728
14728,7364
7364,3682
3682,1841
1841,5524
5524,2762
2762,1381
1381,4144
4144,2072
2072,1036
1036,518
518,259
259,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8727,26182
26182,13091
13091,39274
39274,19637
19637,58912
58912,29456
29456,14728
14728,7364
7364,3682
3682,1841
1841,5524
5524,2762
2762,1381
1381,4144
4144,2072
2072,1036
1036,518
518,259
259,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8728,4364
4364,2182
2182,1091
1091,3274
3274,1637
1637,4912
4912,2456
2456,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8729,26188
26188,13094
13094,6547
6547,19642
19642,9821
9821,29464
29464,14732
14732,7366
7366,3683
3683,11050
11050,5525
5525,16576
16576,8288
8288,4144
4144,2072
2072,1036
1036,518
518,259
259,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8730,4365
4365,13096
13096,6548
6548,3274
3274,1637
1637,4912
4912,2456
2456,1228
1228,614
614,307
307,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8731,26194
26194,13097
13097,39292
39292,19646
19646,9823
9823,29470
29470,14735
14735,44206
44206,22103
22103,66310
66310,33155
33155,99466
99466,49733
49733,149200
149200,74600
74600,37300
37300,18650
18650,9325
9325,27976
27976,13988
13988,6994
6994,3497
3497,10492
10492,5246
5246,2623
2623,7870
7870,3935
3935,11806
11806,5903
5903,17710
17710,8855
8855,26566
26566,13283
13283,39850
39850,19925
19925,59776
59776,29888
29888,14944
14944,7472
7472,3736
3736,1868
1868,934
934,467
467,1402
1402,701
701,2104
2104,1052
1052,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8732,4366
4366,2183
2183,6550
6550,3275
3275,9826
9826,4913
4913,14740
14740,7370
7370,3685
3685,11056
11056,5528
5528,2764
2764,1382
1382,691
691,2074
2074,1037
1037,3112
3112,1556
1556,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8733,26200
26200,13100
13100,6550
6550,3275
3275,9826
9826,4913
4913,14740
14740,7370
7370,3685
3685,11056
11056,5528
5528,2764
2764,1382
1382,691
691,2074
2074,1037
1037,3112
3112,1556
1556,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8734,4367
4367,13102
13102,6551
6551,19654
19654,9827
9827,29482
29482,14741
14741,44224
44224,22112
22112,11056
11056,5528
5528,2764
2764,1382
1382,691
691,2074
2074,1037
1037,3112
3112,1556
1556,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8735,26206
26206,13103
13103,39310
39310,19655
19655,58966
58966,29483
29483,88450
88450,44225
44225,132676
132676,66338
66338,33169
33169,99508
99508,49754
49754,24877
24877,74632
74632,37316
37316,18658
18658,9329
9329,27988
27988,13994
13994,6997
6997,20992
20992,10496
10496,5248
5248,2624
2624,1312
1312,656
656,328
328,164
164,82
82,41
41,124
124,62
62,31
31,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8736,4368
4368,2184
2184,1092
1092,546
546,273
273,820
820,410
410,205
205,616
616,308
308,154
154,77
77,232
232,116
116,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8737,26212
26212,13106
13106,6553
6553,19660
19660,9830
9830,4915
4915,14746
14746,7373
7373,22120
22120,11060
11060,5530
5530,2765
2765,8296
8296,4148
4148,2074
2074,1037
1037,3112
3112,1556
1556,778
778,389
389,1168
1168,584
584,292
292,146
146,73
73,220
220,110
110,55
55,166
166,83
83,250
250,125
125,376
376,188
188,94
94,47
47,142
142,71
71,214
214,107
107,322
322,161
161,484
484,242
242,121
121,364
364,182
182,91
91,274
274,137
137,412
412,206
206,103
103,310
310,155
155,466
466,233
233,700
700,350
350,175
175,526
526,263
263,790
790,395
395,1186
1186,593
593,1780
1780,890
890,445
445,1336
1336,668
668,334
334,167
167,502
502,251
251,754
754,377
377,1132
1132,566
566,283
283,850
850,425
425,1276
1276,638
638,319
319,958
958,479
479,1438
1438,719
719,2158
2158,1079
1079,3238
3238,1619
1619,4858
4858,2429
2429,7288
7288,3644
3644,1822
1822,911
911,2734
2734,1367
1367,4102
4102,2051
2051,6154
6154,3077
3077,9232
9232,4616
4616,2308
2308,1154
1154,577
577,1732
1732,866
866,433
433,1300
1300,650
650,325
325,976
976,488
488,244
244,122
122,61
61,184
184,92
92,46
46,23
23,70
70,35
35,106
106,53
53,160
160,80
80,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8738,4369
4369,13108
13108,6554
6554,3277
3277,9832
9832,4916
4916,2458
2458,1229
1229,3688
3688,1844
1844,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8739,26218
26218,13109
13109,39328
39328,19664
19664,9832
9832,4916
4916,2458
2458,1229
1229,3688
3688,1844
1844,922
922,461
461,1384
1384,692
692,346
346,173
173,520
520,260
260,130
130,65
65,196
196,98
98,49
49,148
148,74
74,37
37,112
112,56
56,28
28,14
14,7
7,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8740,4370
4370,2185
2185,6556
6556,3278
3278,1639
1639,4918
4918,2459
2459,7378
7378,3689
3689,11068
11068,5534
5534,2767
2767,8302
8302,4151
4151,12454
12454,6227
6227,18682
18682,9341
9341,28024
28024,14012
14012,7006
7006,3503
3503,10510
10510,5255
5255,15766
15766,7883
7883,23650
23650,11825
11825,35476
35476,17738
17738,8869
8869,26608
26608,13304
13304,6652
6652,3326
3326,1663
1663,4990
4990,2495
2495,7486
7486,3743
3743,11230
11230,5615
5615,16846
16846,8423
8423,25270
25270,12635
12635,37906
37906,18953
18953,56860
56860,28430
28430,14215
14215,42646
42646,21323
21323,63970
63970,31985
31985,95956
95956,47978
47978,23989
23989,71968
71968,35984
35984,17992
17992,8996
8996,4498
4498,2249
2249,6748
6748,3374
3374,1687
1687,5062
5062,2531
2531,7594
7594,3797
3797,11392
11392,5696
5696,2848
2848,1424
1424,712
712,356
356,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8741,26224
26224,13112
13112,6556
6556,3278
3278,1639
1639,4918
4918,2459
2459,7378
7378,3689
3689,11068
11068,5534
5534,2767
2767,8302
8302,4151
4151,12454
12454,6227
6227,18682
18682,9341
9341,28024
28024,14012
14012,7006
7006,3503
3503,10510
10510,5255
5255,15766
15766,7883
7883,23650
23650,11825
11825,35476
35476,17738
17738,8869
8869,26608
26608,13304
13304,6652
6652,3326
3326,1663
1663,4990
4990,2495
2495,7486
7486,3743
3743,11230
11230,5615
5615,16846
16846,8423
8423,25270
25270,12635
12635,37906
37906,18953
18953,56860
56860,28430
28430,14215
14215,42646
42646,21323
21323,63970
63970,31985
31985,95956
95956,47978
47978,23989
23989,71968
71968,35984
35984,17992
17992,8996
8996,4498
4498,2249
2249,6748
6748,3374
3374,1687
1687,5062
5062,2531
2531,7594
7594,3797
3797,11392
11392,5696
5696,2848
2848,1424
1424,712
712,356
356,178
178,89
89,268
268,134
134,67
67,202
202,101
101,304
304,152
152,76
76,38
38,19
19,58
58,29
29,88
88,44
44,22
22,11
11,34
34,17
17,52
52,26
26,13
13,40
40,20
20,10
10,5
5,16
16,8
8,4
4,2
2,1
8742,4371
4371,13114
13114,6557
6557,19672
19672,9836
9836,4918
4918,2459
2459,7378
7378,3689
3689,11068
11068,5534
5534,2767
2767,8302
8302,4151
4151,12454
12454,6227
6227,18682
18682,9341
9341,28024
28024,14012
14012,7006
7006,3503
3503,10510
10510,5255
5255,15766
15766,7883
7883,23650
23650,11825
11825,35476
35476,17738
17738,8869
8869,26608
26608,13304
13304,6652
6652,3326
3326,1663
1663,4990
4990,2495
2495,7486
7486,3743
3743,11230
11230,5615
5615,16846
16846,8423
8423,25270
25270,12635
12635,37906
37906,18953
18953,56860
56860,28430
28430,14215
14215,42646
42646,21323
21323,63970
63970,31985
31985,95956
95956,47978
47978,23989
23989,71968
71968,35984
35984,17992
17992,8996
8996,4498
4498,2249
2249,6748
6748,3374
3374,1687
1687,5062
5062,2531
2531,7594
7594,3797
3797,11392
11392,5696
5696,2848
2848,1424
1424,712
712,356
356,178
178,89
89,268
268,134
134,67
67,202
202,101
